Trade #,Type,Date and time,Signal,Price USD,Position size (qty),Position size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
99,Exit long,2025-04-28 11:00,Exit Long,19440,3,117000,-360,-0.31,237,0.20,-360,-0.31,6853.5,0.01
99,Entry long,2025-04-28 10:15,Long trade,19500,3,117000,-360,-0.31,237,0.20,-360,-0.31,6853.5,0.01
100,Exit long,2025-04-28 11:15,Exit Long,19381,3,116646,-360,-0.31,6,0.01,-360,-0.31,6493.5,0.01
100,Entry long,2025-04-28 11:15,Long trade,19441,3,116646,-360,-0.31,6,0.01,-360,-0.31,6493.5,0.01
101,Exit long,2025-04-29 10:00,Exit Long,19556.25,3,117024,313.5,0.27,313.5,0.27,-208.5,-0.18,6807,0.01
101,Entry long,2025-04-29 10:00,Long trade,19504,3,117024,313.5,0.27,313.5,0.27,-208.5,-0.18,6807,0.01
102,Exit long,2025-04-29 10:15,Exit Long,19512.25,3,117429,-355.5,-0.30,48,0.04,-355.5,-0.30,6451.5,0.01
102,Entry long,2025-04-29 10:15,Long trade,19571.5,3,117429,-355.5,-0.30,48,0.04,-355.5,-0.30,6451.5,0.01
103,Exit long,2025-04-29 10:30,Exit Long,19549.75,3,116983.5,315,0.27,315,0.27,-33,-0.03,6766.5,0.01
103,Entry long,2025-04-29 10:30,Long trade,19497.25,3,116983.5,315,0.27,315,0.27,-33,-0.03,6766.5,0.01
104,Exit short,2025-04-29 11:00,Exit Short,19611.75,3,117312,-358.5,-0.31,73.5,0.06,-358.5,-0.31,6408,0.01
104,Entry short,2025-04-29 10:45,Short trade,19552,3,117312,-358.5,-0.31,73.5,0.06,-358.5,-0.31,6408,0.01
105,Exit long,2025-04-30 10:00,Exit Long,19170,3,114747,273,0.24,273,0.24,-133.5,-0.12,6681,0.01
105,Entry long,2025-04-30 10:00,Long trade,19124.5,3,114747,273,0.24,273,0.24,-133.5,-0.12,6681,0.01
106,Exit long,2025-04-30 10:15,Exit Long,19305,3,115518,312,0.27,312,0.27,-108,-0.09,6993,0.01
106,Entry long,2025-04-30 10:15,Long trade,19253,3,115518,312,0.27,312,0.27,-108,-0.09,6993,0.01
107,Exit short,2025-04-30 11:00,Exit Short,19369,3,115855.5,-358.5,-0.31,201,0.17,-358.5,-0.31,6634.5,0.01
107,Entry short,2025-04-30 10:30,Short trade,19309.25,3,115855.5,-358.5,-0.31,201,0.17,-358.5,-0.31,6634.5,0.01
108,Exit short,2025-04-30 11:30,Exit Short,19448.25,3,116329.5,-360,-0.31,55.5,0.05,-360,-0.31,6274.5,0.01
108,Entry short,2025-04-30 11:15,Short trade,19388.25,3,116329.5,-360,-0.31,55.5,0.05,-360,-0.31,6274.5,0.01
109,Exit long,2025-05-01 10:00,Exit Long,19937.25,3,119436,187.5,0.16,187.5,0.16,-247.5,-0.21,6462,0.01
109,Entry long,2025-05-01 10:00,Long trade,19906,3,119436,187.5,0.16,187.5,0.16,-247.5,-0.21,6462,0.01
110,Exit long,2025-05-01 10:15,Exit Long,19979.25,3,119557.5,318,0.27,318,0.27,-7.5,-0.01,6780,0.01
110,Entry long,2025-05-01 10:15,Long trade,19926.25,3,119557.5,318,0.27,318,0.27,-7.5,-0.01,6780,0.01
111,Exit short,2025-05-01 10:45,Exit Short,20059.5,3,119992.5,-364.5,-0.30,142.5,0.12,-364.5,-0.30,6415.5,0.01
111,Entry short,2025-05-01 10:30,Short trade,19998.75,3,119992.5,-364.5,-0.30,142.5,0.12,-364.5,-0.30,6415.5,0.01
112,Exit short,2025-05-01 11:45,Exit Short,20020.25,3,120436.5,315,0.26,315,0.26,-315,-0.26,6730.5,0.01
112,Entry short,2025-05-01 11:00,Short trade,20072.75,3,120436.5,315,0.26,315,0.26,-315,-0.26,6730.5,0.01
113,Exit long,2025-05-02 10:00,Exit Long,20125.25,3,120415.5,336,0.28,336,0.28,-48,-0.04,7066.5,0.01
113,Entry long,2025-05-02 10:00,Long trade,20069.25,3,120415.5,336,0.28,336,0.28,-48,-0.04,7066.5,0.01
114,Exit long,2025-05-02 11:45,Exit Long,20203.25,3,120906,313.5,0.26,313.5,0.26,-237,-0.20,7380,0.01
114,Entry long,2025-05-02 10:15,Long trade,20151,3,120906,313.5,0.26,313.5,0.26,-237,-0.20,7380,0.01
115,Exit long,2025-05-05 10:45,Exit Long,20112.25,3,120358.5,315,0.26,315,0.26,-304.5,-0.25,7695,0.01
115,Entry long,2025-05-05 10:00,Long trade,20059.75,3,120358.5,315,0.26,315,0.26,-304.5,-0.25,7695,0.01
116,Exit short,2025-05-05 14:00,Exit Short,20164,3,120624,-360,-0.30,231,0.19,-360,-0.30,7335,0.01
116,Entry short,2025-05-05 11:00,Short trade,20104,3,120624,-360,-0.30,231,0.19,-360,-0.30,7335,0.01
117,Exit long,2025-05-05 15:15,Exit Long,20109.25,3,121015.5,-360,-0.30,132,0.11,-360,-0.30,6975,0.01
117,Entry long,2025-05-05 14:15,Long trade,20169.25,3,121015.5,-360,-0.30,132,0.11,-360,-0.30,6975,0.01
118,Exit long,2025-05-06 10:00,Exit Long,19809,3,118542,312,0.26,312,0.26,-112.5,-0.09,7287,0.01
118,Entry long,2025-05-06 10:00,Long trade,19757,3,118542,312,0.26,312,0.26,-112.5,-0.09,7287,0.01
119,Exit long,2025-05-06 10:15,Exit Long,19870.75,3,118912.5,312,0.26,312,0.26,0,0.00,7599,0.01
119,Entry long,2025-05-06 10:15,Long trade,19818.75,3,118912.5,312,0.26,312,0.26,0,0.00,7599,0.01
120,Exit long,2025-05-07 10:45,Exit Long,19876.5,3,119622,-363,-0.30,244.5,0.20,-363,-0.30,7236,0.01
120,Entry long,2025-05-07 10:00,Long trade,19937,3,119622,-363,-0.30,244.5,0.20,-363,-0.30,7236,0.01
121,Exit long,2025-05-07 11:15,Close entry(s) order Long trade,19801.75,3,119061,-250.5,-0.21,34.5,0.03,-330,-0.28,6985.5,0.01
121,Entry long,2025-05-07 11:00,Long trade,19843.5,3,119061,-250.5,-0.21,34.5,0.03,-330,-0.28,6985.5,0.01
122,Exit long,2025-05-08 10:00,Exit Long,20030.25,3,120537,-355.5,-0.29,211.5,0.18,-355.5,-0.29,6630,0.01
122,Entry long,2025-05-08 10:00,Long trade,20089.5,3,120537,-355.5,-0.29,211.5,0.18,-355.5,-0.29,6630,0.01
123,Exit long,2025-05-08 10:15,Exit Long,20099,3,120279,315,0.26,315,0.26,-48,-0.04,6945,0.01
123,Entry long,2025-05-08 10:15,Long trade,20046.5,3,120279,315,0.26,315,0.26,-48,-0.04,6945,0.01
124,Exit long,2025-05-08 10:45,Exit Long,20031.5,3,120547.5,-358.5,-0.30,157.5,0.13,-358.5,-0.30,6586.5,0.01
124,Entry long,2025-05-08 10:30,Long trade,20091.25,3,120547.5,-358.5,-0.30,157.5,0.13,-358.5,-0.30,6586.5,0.01
125,Exit long,2025-05-09 10:15,Exit Long,20194.5,3,121524,-357,-0.29,126,0.10,-357,-0.29,6229.5,0.01
125,Entry long,2025-05-09 10:00,Long trade,20254,3,121524,-357,-0.29,126,0.10,-357,-0.29,6229.5,0.01
126,Exit long,2025-05-09 10:30,Exit Long,20074,3,120804,-360,-0.30,102,0.08,-360,-0.30,5869.5,0.01
126,Entry long,2025-05-09 10:30,Long trade,20134,3,120804,-360,-0.30,102,0.08,-360,-0.30,5869.5,0.01
127,Exit long,2025-05-12 10:15,Exit Long,20839.25,3,124731,304.5,0.24,304.5,0.24,-153,-0.12,6174,0.01
127,Entry long,2025-05-12 10:00,Long trade,20788.5,3,124731,304.5,0.24,304.5,0.24,-153,-0.12,6174,0.01
128,Exit long,2025-05-12 10:30,Exit Long,20793.75,3,124449,313.5,0.25,313.5,0.25,-309,-0.25,6487.5,0.01
128,Entry long,2025-05-12 10:30,Long trade,20741.5,3,124449,313.5,0.25,313.5,0.25,-309,-0.25,6487.5,0.01
129,Exit long,2025-05-13 10:00,Exit Long,21177.5,3,126750,315,0.25,315,0.25,-63,-0.05,6802.5,0.01
129,Entry long,2025-05-13 10:00,Long trade,21125,3,126750,315,0.25,315,0.25,-63,-0.05,6802.5,0.01
130,Exit long,2025-05-13 10:45,Exit Long,21255.5,3,127218,315,0.25,315,0.25,-99,-0.08,7117.5,0.01
130,Entry long,2025-05-13 10:15,Long trade,21203,3,127218,315,0.25,315,0.25,-99,-0.08,7117.5,0.01
131,Exit long,2025-05-14 11:15,Exit Long,21383.25,3,127987.5,312,0.24,312,0.24,-258,-0.20,7429.5,0.01
131,Entry long,2025-05-14 10:00,Long trade,21331.25,3,127987.5,312,0.24,312,0.24,-258,-0.20,7429.5,0.01
132,Exit short,2025-05-14 13:15,Exit Short,21321.5,3,128241,312,0.24,312,0.24,-277.5,-0.22,7741.5,0.01
132,Entry short,2025-05-14 11:30,Short trade,21373.5,3,128241,312,0.24,312,0.24,-277.5,-0.22,7741.5,0.01
133,Exit long,2025-05-15 11:00,Exit Long,21351.25,3,127792.5,315,0.25,315,0.25,-252,-0.20,8056.5,0.01
133,Entry long,2025-05-15 10:00,Long trade,21298.75,3,127792.5,315,0.25,315,0.25,-252,-0.20,8056.5,0.01
134,Exit long,2025-05-15 11:30,Exit Long,21425.5,3,128233.5,319.5,0.25,319.5,0.25,-4.5,0.00,8376,0.01
134,Entry long,2025-05-15 11:15,Long trade,21372.25,3,128233.5,319.5,0.25,319.5,0.25,-4.5,0.00,8376,0.01
135,Exit long,2025-05-16 10:30,Exit Long,21381.5,3,128619,-330,-0.26,123,0.10,-330,-0.26,8046,0.01
